Year,Police_Region,Severity,Drink_Driving,Driver_Speed,Fatigued_Driver,Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury
2010,Brisbane,Property damage only,Yes,No,No,No,148,0,0,0,0
2010,Brisbane,Property damage only,Yes,No,Yes,No,7,0,0,0,0
2010,Brisbane,Property damage only,Yes,Yes,No,No,9,0,0,0,0
2010,Central,Fatal,No,No,No,No,23,23,18,3,2
2010,Central,Fatal,No,No,Yes,No,5,6,5,2,0
2010,Central,Fatal,No,Yes,No,No,2,2,0,0,0
2010,Central,Fatal,Yes,No,No,No,6,6,1,0,0
2010,Central,Fatal,Yes,No,No,Yes,1,1,0,0,0
2010,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0
2010,Central,Fatal,Yes,Yes,No,No,3,3,2,1,0
2010,Central,Hospitalisation,No,No,No,No,390,0,494,37,42
2010,Central,Hospitalisation,No,No,No,Yes,10,0,15,2,1
2010,Central,Hospitalisation,No,No,Yes,No,20,0,29,7,0
2010,Central,Hospitalisation,No,Yes,No,No,20,0,28,7,1
2010,Central,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0
2010,Central,Hospitalisation,Yes,No,No,No,44,0,53,14,5
2010,Central,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0
2010,Central,Hospitalisation,Yes,Yes,No,No,8,0,9,2,1
2010,Central,Medical treatment,No,No,No,No,370,0,0,440,36
2010,Central,Medical treatment,No,No,No,Yes,16,0,0,19,3
2010,Central,Medical treatment,No,No,Yes,No,11,0,0,14,0
2010,Central,Medical treatment,No,Yes,No,No,10,0,0,12,1
2010,Central,Medical treatment,No,Yes,No,Yes,2,0,0,2,0
2010,Central,Medical treatment,Yes,No,No,No,17,0,0,19,1
2010,Central,Medical treatment,Yes,Yes,No,No,4,0,0,5,0
2010,Central,Minor injury,No,No,No,No,155,0,0,0,179
2010,Central,Minor injury,No,No,No,Yes,1,0,0,0,1
2010,Central,Minor injury,No,No,Yes,No,7,0,0,0,12
2010,Central,Minor injury,No,Yes,No,No,8,0,0,0,9
2010,Central,Minor injury,Yes,No,No,No,13,0,0,0,13
2010,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2010,Central,Minor injury,Yes,Yes,No,No,1,0,0,0,1
2010,Central,Property damage only,No,No,No,No,905,0,0,0,0
2010,Central,Property damage only,No,No,No,Yes,36,0,0,0,0
2010,Central,Property damage only,No,No,Yes,No,22,0,0,0,0
2010,Central,Property damage only,No,Yes,No,No,39,0,0,0,0
2010,Central,Property damage only,No,Yes,No,Yes,2,0,0,0,0
2010,Central,Property damage only,Yes,No,No,No,70,0,0,0,0
2010,Central,Property damage only,Yes,No,Yes,No,1,0,0,0,0
2010,Central,Property damage only,Yes,Yes,No,No,10,0,0,0,0
2010,Far Northern,Fatal,No,No,No,No,16,17,7,0,0
2010,Far Northern,Fatal,No,No,No,Yes,1,2,0,1,0
2010,Far Northern,Fatal,No,No,Yes,No,1,1,3,0,0
2010,Far Northern,Fatal,No,Yes,No,No,2,2,2,2,0
2010,Far Northern,Fatal,No,Yes,Yes,No,1,1,0,0,0
2010,Far Northern,Fatal,Yes,No,No,No,2,2,0,0,0
2010,Far Northern,Fatal,Yes,No,Yes,No,1,1,0,0,0
2010,Far Northern,Fatal,Yes,Yes,No,No,2,2,0,0,0
2010,Far Northern,Hospitalisation,No,No,No,No,303,0,351,30,20
2010,Far Northern,Hospitalisation,No,No,No,Yes,8,0,8,1,0
2010,Far Northern,Hospitalisation,No,No,Yes,No,9,0,9,2,0
2010,Far Northern,Hospitalisation,No,Yes,No,No,16,0,20,1,4
2010,Far Northern,Hospitalisation,Yes,No,No,No,41,0,53,4,1
2010,Far Northern,Hospitalisation,Yes,No,Yes,No,2,0,3,1,0
2010,Far Northern,Hospitalisation,Yes,Yes,No,No,2,0,2,0,0
2010,Far Northern,Hospitalisation,Yes,Yes,Yes,No,1,0,3,0,0
2010,Far Northern,Medical treatment,No,No,No,No,261,0,0,312,23
2010,Far Northern,Medical treatment,No,No,No,Yes,5,0,0,6,0
2010,Far Northern,Medical treatment,No,No,Yes,No,5,0,0,5,1
2010,Far Northern,Medical treatment,No,Yes,No,No,8,0,0,10,1
2010,Far Northern,Medical treatment,No,Yes,No,Yes,1,0,0,3,0
2010,Far Northern,Medical treatment,Yes,No,No,No,15,0,0,19,1
2010,Far Northern,Medical treatment,Yes,Yes,No,No,2,0,0,2,0
2010,Far Northern,Minor injury,No,No,No,No,129,0,0,0,149
2010,Far Northern,Minor injury,No,No,No,Yes,3,0,0,0,3
2010,Far Northern,Minor injury,No,No,Yes,No,5,0,0,0,5
2010,Far Northern,Minor injury,No,Yes,No,No,5,0,0,0,5
2010,Far Northern,Minor injury,No,Yes,Yes,No,1,0,0,0,1
2010,Far Northern,Minor injury,Yes,No,No,No,8,0,0,0,9
2010,Far Northern,Minor injury,Yes,Yes,No,No,2,0,0,0,3
2010,Far Northern,Property damage only,No,No,No,No,503,0,0,0,0
2010,Far Northern,Property damage only,No,No,No,Yes,28,0,0,0,0
2010,Far Northern,Property damage only,No,No,Yes,No,12,0,0,0,0
2010,Far Northern,Property damage only,No,Yes,No,No,34,0,0,0,0
2010,Far Northern,Property damage only,No,Yes,No,Yes,2,0,0,0,0
2010,Far Northern,Property damage only,Yes,No,No,No,34,0,0,0,0
2010,Far Northern,Property damage only,Yes,Yes,No,No,2,0,0,0,0
2010,North Coast,Fatal,No,No,No,No,31,34,13,14,3
2010,North Coast,Fatal,No,No,Yes,No,2,2,3,0,0
2010,North Coast,Fatal,No,Yes,No,No,8,9,6,0,0
2010,North Coast,Fatal,Yes,No,No,No,4,4,2,0,1
2010,North Coast,Fatal,Yes,Yes,No,No,8,8,2,1,0
2010,North Coast,Hospitalisation,No,No,No,No,802,0,989,136,75
2010,North Coast,Hospitalisation,No,No,No,Yes,21,0,25,3,0
2010,North Coast,Hospitalisation,No,No,Yes,No,21,0,26,11,2
2010,North Coast,Hospitalisation,No,Yes,No,No,38,0,49,2,2
2010,North Coast,Hospitalisation,Yes,No,No,No,97,0,117,8,6
2010,North Coast,Hospitalisation,Yes,No,Yes,No,3,0,3,1,0
2010,North Coast,Hospitalisation,Yes,Yes,No,No,7,0,9,0,0
2010,North Coast,Medical treatment,No,No,No,No,830,0,0,999,75
2010,North Coast,Medical treatment,No,No,No,Yes,17,0,0,17,0
2010,North Coast,Medical treatment,No,No,Yes,No,13,0,0,13,3
2010,North Coast,Medical treatment,No,Yes,No,No,27,0,0,31,2
2010,North Coast,Medical treatment,Yes,No,No,No,35,0,0,43,1
2010,North Coast,Medical treatment,Yes,No,Yes,No,2,0,0,2,0
2010,North Coast,Medical treatment,Yes,Yes,No,No,3,0,0,3,0
2010,North Coast,Minor injury,No,No,No,No,407,0,0,0,468
2010,North Coast,Minor injury,No,No,No,Yes,7,0,0,0,9
2010,North Coast,Minor injury,No,No,Yes,No,5,0,0,0,6
2010,North Coast,Minor injury,No,Yes,No,No,10,0,0,0,12
2010,North Coast,Minor injury,Yes,No,No,No,23,0,0,0,25
2010,North Coast,Minor injury,Yes,Yes,No,No,1,0,0,0,5
2010,North Coast,Property damage only,No,No,No,No,1621,0,0,0,0
2010,North Coast,Property damage only,No,No,No,Yes,49,0,0,0,0
2010,North Coast,Property damage only,No,No,Yes,No,31,0,0,0,0
2010,North Coast,Property damage only,No,Yes,No,No,70,0,0,0,0
2010,North Coast,Property damage only,No,Yes,No,Yes,5,0,0,0,0
2010,North Coast,Property damage only,No,Yes,Yes,No,1,0,0,0,0
2010,North Coast,Property damage only,Yes,No,No,,110,0,0,0,0
2010,North Coast,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2010,North Coast,Property damage only,Yes,No,Yes,No,2,0,0,0,0
2010,North Coast,Property damage only,Yes,Yes,No,No,14,0,0,0,0
2010,Northern,Fatal,No,No,No,No,7,7,4,1,0
2010,Northern,Fatal,No,No,Yes,No,1,1,1,0,0
2010,Northern,Fatal,No,Yes,No,No,1,1,1,2,0
2010,Northern,Fatal,Yes,No,No,No,2,2,0,0,0
2010,Northern,Fatal,Yes,Yes,No,No,1,1,3,0,0
2010,Northern,Hospitalisation,No,No,No,No,277,0,342,46,8
2010,Northern,Hospitalisation,No,No,No,Yes,5,0,5,1,1
2010,Northern,Hospitalisation,No,No,Yes,No,10,0,12,0,0
2010,Northern,Hospitalisation,No,Yes,No,No,21,0,25,3,2
2010,Northern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0
2010,Northern,Hospitalisation,Yes,No,No,No,30,0,34,3,5
2010,Northern,Hospitalisation,Yes,No,Yes,No,2,0,3,0,0
2010,Northern,Hospitalisation,Yes,Yes,No,No,8,0,10,0,0
2010,Northern,Medical treatment,No,No,No,No,260,0,0,310,17
2010,Northern,Medical treatment,No,No,No,Yes,11,0,0,13,3
2010,Northern,Medical treatment,No,No,Yes,No,3,0,0,4,0
2010,Northern,Medical treatment,No,Yes,No,No,6,0,0,10,0
2010,Northern,Medical treatment,No,Yes,No,Yes,1,0,0,2,0
2010,Northern,Medical treatment,Yes,No,No,No,16,0,0,20,0
2010,Northern,Medical treatment,Yes,Yes,No,No,1,0,0,1,0
2010,Northern,Minor injury,No,No,No,No,88,0,0,0,99
2010,Northern,Minor injury,No,No,No,Yes,1,0,0,0,1
2010,Northern,Minor injury,No,No,Yes,No,2,0,0,0,3
2010,Northern,Minor injury,No,Yes,No,No,3,0,0,0,3
2010,Northern,Minor injury,No,Yes,No,Yes,1,0,0,0,1
2010,Northern,Minor injury,No,Yes,Yes,No,1,0,0,0,1
2010,Northern,Minor injury,Yes,No,No,No,6,0,0,0,6
2010,Northern,Property damage only,No,No,No,No,567,0,0,0,0
2010,Northern,Property damage only,No,No,No,Yes,22,0,0,0,0
2010,Northern,Property damage only,No,No,Yes,No,6,0,0,0,0
2010,Northern,Property damage only,No,Yes,No,No,24,0,0,0,0
2010,Northern,Property damage only,No,Yes,No,Yes,2,0,0,0,0
2010,Northern,Property damage only,Yes,No,No,No,39,0,0,0,0
2010,Northern,Property damage only,Yes,No,Yes,No,2,0,0,0,0
2010,Northern,Property damage only,Yes,Yes,No,No,1,0,0,0,0
2010,South Eastern,Fatal,No,No,No,No,14,14,8,3,1
2010,South Eastern,Fatal,No,No,Yes,No,1,1,1,0,0
2010,South Eastern,Fatal,No,Yes,No,No,5,5,8,1,0
2010,South Eastern,Fatal,Yes,No,No,No,1,1,0,0,0
2010,South Eastern,Fatal,Yes,Yes,No,No,2,2,1,1,0
2010,South Eastern,Hospitalisation,No,No,No,No,705,0,850,129,91
2010,South Eastern,Hospitalisation,No,No,No,Yes,17,0,18,2,2
2010,South Eastern,Hospitalisation,No,No,Yes,No,10,0,11,7,2
2010,South Eastern,Hospitalisation,No,Yes,No,No,34,0,47,6,5
2010,South Eastern,Hospitalisation,Yes,No,No,No,85,0,109,11,10
2010,South Eastern,Hospitalisation,Yes,No,No,Yes,3,0,3,0,0
2010,South Eastern,Hospitalisation,Yes,No,Yes,No,2,0,3,0,0
2010,South Eastern,Hospitalisation,Yes,Yes,No,No,10,0,11,2,0
2010,South Eastern,Medical treatment,No,No,No,No,935,0,0,1125,100
2010,South Eastern,Medical treatment,No,No,No,Yes,14,0,0,16,2
2010,South Eastern,Medical treatment,No,No,Yes,No,14,0,0,17,0
2010,South Eastern,Medical treatment,No,Yes,No,No,16,0,0,18,2
2010,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,2,0
2010,South Eastern,Medical treatment,Yes,No,No,No,23,0,0,31,0
2010,South Eastern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2010,South Eastern,Medical treatment,Yes,No,Yes,No,4,0,0,6,0
2010,South Eastern,Medical treatment,Yes,Yes,No,No,2,0,0,2,2
2010,South Eastern,Minor injury,No,No,No,No,379,0,0,0,441
2010,South Eastern,Minor injury,No,No,No,Yes,4,0,0,0,6
2010,South Eastern,Minor injury,No,No,Yes,No,4,0,0,0,5
2010,South Eastern,Minor injury,No,Yes,No,No,17,0,0,0,25
2010,South Eastern,Minor injury,No,Yes,Yes,No,1,0,0,0,1
2010,South Eastern,Minor injury,Yes,No,No,No,25,0,0,0,27
2010,South Eastern,Minor injury,Yes,Yes,No,No,1,0,0,0,1
2010,South Eastern,Property damage only,No,No,No,No,1015,0,0,0,0
2010,South Eastern,Property damage only,No,No,No,Yes,32,0,0,0,0
2010,South Eastern,Property damage only,No,No,Yes,No,30,0,0,0,0
2010,South Eastern,Property damage only,No,Yes,No,No,49,0,0,0,0
2010,South Eastern,Property damage only,No,Yes,No,Yes,3,0,0,0,0
2010,South Eastern,Property damage only,Yes,No,No,No,130,0,0,0,0
2010,South Eastern,Property damage only,Yes,No,No,Yes,2,0,0,0,0
2010,South Eastern,Property damage only,,No,Yes,No,6,0,0,0,0
2010,South Eastern,Property damage only,Yes,Yes,No,No,11,0,0,0,0
2010,Southern,Fatal,No,No,No,No,31,35,26,16,0
2010,Southern,Fatal,No,No,No,Yes,1,1,2,0,0
2010,Southern,Fatal,No,Yes,No,No,4,4,2,0,0
2010,Southern,Fatal,No,Yes,No,Yes,1,1,2,0,0
2010,Southern,Fatal,Yes,No,No,No,9,9,2,1,1
2010,Southern,Fatal,Yes,Yes,No,No,4,4,1,0,0
2010,Southern,Hospitalisation,No,No,No,No,512,0,647,80,60
2010,Southern,Hospitalisation,No,No,No,Yes,11,0,12,3,0
2010,Southern,Hospitalisation,No,No,Yes,No,22,0,26,2,0
2010,Southern,Hospitalisation,No,Yes,No,No,26,0,34,7,0
2010,Southern,Hospitalisation,Yes,No,No,No,44,0,54,5,2
2010,Southern,Hospitalisation,Yes,No,Yes,No,3,0,3,0,0
2010,Southern,Hospitalisation,Yes,Yes,No,No,6,0,11,4,0
2010,Southern,Hospitalisation,Yes,Yes,No,Yes,1,0,1,1,1
2010,Southern,Medical treatment,No,No,No,No,467,0,0,567,50
2010,Southern,Medical treatment,No,No,No,Yes,14,0,0,17,2
2010,Southern,Medical treatment,No,No,Yes,No,15,0,0,17,2
2010,Southern,Medical treatment,No,Yes,No,No,24,0,0,30,1
2010,Southern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0
2010,Southern,Medical treatment,Yes,No,No,No,29,0,0,38,3
2010,Southern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2010,Southern,Medical treatment,Yes,No,Yes,No,3,0,0,3,0
2010,Southern,Medical treatment,Yes,Yes,No,No,4,0,0,8,3
2010,Southern,Minor injury,No,No,No,No,264,0,0,0,313
2010,Southern,Minor injury,No,No,No,Yes,7,0,0,0,7
2010,Southern,Minor injury,No,No,Yes,No,9,0,0,0,9
2010,Southern,Minor injury,No,Yes,No,No,10,0,0,0,10
2010,Southern,Minor injury,No,Yes,No,Yes,1,0,0,0,1
2010,Southern,Minor injury,Yes,No,No,No,15,0,0,0,16
2010,Southern,Minor injury,Yes,No,No,Yes,1,0,0,0,2
2010,Southern,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2010,Southern,Minor injury,Yes,Yes,No,No,2,0,0,0,2
2010,Southern,Property damage only,No,No,No,No,1246,0,0,0,0
2010,Southern,Property damage only,No,No,No,Yes,44,0,0,0,0
2010,Southern,Property damage only,No,No,Yes,No,33,0,0,0,0
2010,Southern,Property damage only,No,Yes,No,No,40,0,0,0,0
2010,Southern,Property damage only,No,Yes,No,Yes,4,0,0,0,0
2010,Southern,Property damage only,Yes,No,No,No,58,0,0,0,0
2010,Southern,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2010,Southern,Property damage only,Yes,No,Yes,No,4,0,0,0,0
2010,Southern,Property damage only,Yes,Yes,No,No,7,0,0,0,0
2010,Southern,Property damage only,Yes,Yes,Yes,No,1,0,0,0,0
2010,,Property damage only,No,No,No,No,36,0,0,0,0
2011,Brisbane,Fatal,No,No,No,No,21,23,15,3,3
2011,Brisbane,Fatal,No,No,Yes,No,1,1,0,0,0
2011,Brisbane,Fatal,No,Yes,No,No,3,3,0,0,0
2011,Brisbane,Fatal,Yes,No,No,No,2,2,0,0,0
2011,Brisbane,Fatal,Yes,No,Yes,No,1,1,0,0,0
2011,Brisbane,Hospitalisation,No,No,No,No,1212,0,1405,151,117
2011,Brisbane,Hospitalisation,No,No,No,Yes,22,0,22,6,2
2011,Brisbane,Hospitalisation,No,No,Yes,No,23,0,27,3,1
2011,Brisbane,Hospitalisation,No,Yes,No,No,36,0,44,7,6
2011,Brisbane,Hospitalisation,Yes,No,No,No,86,0,105,13,6
2011,Brisbane,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0
2011,Brisbane,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0
2011,Brisbane,Hospitalisation,Yes,Yes,No,No,11,0,13,2,0
2011,Brisbane,Medical treatment,No,No,No,No,1667,0,0,1957,164
2011,Brisbane,Medical treatment,No,No,No,Yes,25,0,0,30,
2011,Brisbane,Medical treatment,No,No,Yes,No,18,0,0,19,4
2011,Brisbane,Medical treatment,No,No,Yes,Yes,1,0,0,1,0
2011,Brisbane,Medical treatment,No,Yes,No,No,20,0,0,31,0
2011,Brisbane,Medical treatment,No,Yes,No,Yes,1,0,0,1,0
2011,Brisbane,Medical treatment,No,Yes,Yes,No,1,0,0,1,0
2011,Brisbane,Medical treatment,Yes,No,No,No,41,0,0,46,2
2011,Brisbane,Medical treatment,Yes,Yes,No,No,3,0,0,3,0
2011,Brisbane,Minor injury,No,No,No,No,685,0,0,0,815
2011,Brisbane,Minor injury,No,No,No,Yes,8,0,0,0,11
2011,Brisbane,Minor injury,No,No,Yes,No,3,0,0,0,3
2011,Brisbane,Minor injury,No,Yes,No,No,9,0,0,0,10
2011,Brisbane,Minor injury,Yes,No,No,No,12,0,0,0,12
2011,Central,Fatal,No,No,No,No,28,34,23,4,1
2011,Central,Fatal,No,No,Yes,No,5,8,7,4,0
2011,Central,Fatal,No,Yes,No,No,4,6,3,0,0
2011,Central,Fatal,Yes,No,No,No,5,5,6,3,0
2011,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0
2011,Central,Fatal,Yes,Yes,No,No,2,2,1,0,0
2011,Central,Hospitalisation,No,No,No,No,449,0,514,52,22
2011,Central,Hospitalisation,No,No,No,Yes,22,0,25,2,2
2011,Central,Hospitalisation,No,No,Yes,No,32,0,39,4,1
2011,Central,Hospitalisation,No,Yes,No,No,18,0,20,5,1
2011,Central,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0
2011,Central,Hospitalisation,Yes,No,No,No,49,0,63,7,0
2011,Central,Hospitalisation,Yes,No,Yes,No,5,0,5,0,0
2011,Central,Hospitalisation,Yes,Yes,No,No,12,0,15,0,2
2011,Central,Medical treatment,No,No,No,No,322,0,0,381,23
2011,Central,Medical treatment,No,No,No,Yes,10,0,0,12,1
2011,Central,Medical treatment,No,No,Yes,No,15,0,0,44,1
2011,Central,Medical treatment,No,Yes,No,No,13,0,0,14,1
2011,Central,Medical treatment,No,Yes,No,Yes,1,0,0,1,0
2011,Central,Medical treatment,No,Yes,Yes,No,2,0,0,2,0
2011,Central,Medical treatment,Yes,No,No,No,21,0,0,24,1
2011,Central,Medical treatment,Yes,No,No,Yes,1,0,0,5,0
2011,Central,Medical treatment,Yes,Yes,No,No,2,0,0,2,0
2011,Central,Minor injury,No,No,No,No,158,0,0,0,182
2011,Central,Minor injury,No,No,No,Yes,7,0,0,0,7
2011,Central,Minor injury,No,No,Yes,No,4,0,0,0,4
2011,Central,Minor injury,No,Yes,No,No,1,0,0,0,1
2011,Central,Minor injury,Yes,No,No,No,10,0,0,0,11
2011,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2011,Far Northern,Fatal,No,No,No,No,14,15,9,4,1
2011,Far Northern,Fatal,Yes,No,No,No,2,2,0,0,0
2011,Far Northern,Fatal,Yes,Yes,No,No,2,2,1,0,0
2011,Far Northern,Hospitalisation,No,No,No,No,288,0,347,56,17
2011,Far Northern,Hospitalisation,No,No,No,Yes,3,0,3,0,0
2011,Far Northern,Hospitalisation,No,No,Yes,No,8,0,13,1,1
2011,Far Northern,Hospitalisation,No,Yes,No,No,10,0,11,9,0
2011,Far Northern,Hospitalisation,Yes,No,No,No,21,0,25,1,0
2011,Far Northern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0
2011,Far Northern,Hospitalisation,Yes,Yes,No,No,7,0,8,2,0
2011,Far Northern,Medical treatment,No,No,No,No,235,0,0,274,23
2011,Far Northern,Medical treatment,No,No,No,Yes,6,0,0,8,1
2011,Far Northern,Medical treatment,No,No,Yes,No,6,0,0,7,0
2011,Far Northern,Medical treatment,No,Yes,No,No,10,0,0,14,2
2011,Far Northern,Medical treatment,Yes,No,No,No,11,0,0,12,0
2011,Far Northern,Medical treatment,Yes,Yes,No,No,1,0,0,1,0
2011,Far Northern,Minor injury,No,No,No,No,104,0,0,0,122
2011,Far Northern,Minor injury,No,No,No,Yes,5,0,0,0,6
2011,Far Northern,Minor injury,No,No,Yes,No,4,0,0,0,5
2011,Far Northern,Minor injury,No,Yes,No,No,2,0,0,0,2
2011,Far Northern,Minor injury,Yes,No,No,No,3,0,0,0,4
2011,Far Northern,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2011,Far Northern,Minor injury,Yes,Yes,No,No,1,0,0,0,2
2011,North Coast,Fatal,No,No,No,No,28,32,15,5,1
2011,North Coast,Fatal,No,No,No,Yes,1,1,1,0,0
2011,North Coast,Fatal,No,No,Yes,No,4,6,13,3,2
2011,North Coast,Fatal,No,Yes,No,No,3,5,4,0,1
2011,North Coast,Fatal,Yes,No,No,No,5,7,8,1,0
2011,North Coast,Fatal,Yes,Yes,No,No,3,4,0,0,0
2011,North Coast,Hospitalisation,No,No,No,No,829,0,1009,133,60
2011,North Coast,Hospitalisation,No,No,No,Yes,25,0,40,6,2
2011,North Coast,Hospitalisation,No,No,Yes,No,27,0,32,2,0
2011,North Coast,Hospitalisation,No,Yes,No,No,18,0,22,3,1
2011,North Coast,Hospitalisation,No,Yes,No,Yes,1,0,2,0,0
2011,North Coast,Hospitalisation,Yes,No,No,No,91,0,108,8,3
2011,North Coast,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0
2011,North Coast,Hospitalisation,Yes,Yes,No,No,9,0,9,0,0
2011,North Coast,Medical treatment,No,No,No,No,737,0,0,907,90
2011,North Coast,Medical treatment,No,No,No,Yes,15,0,0,20,1
2011,North Coast,Medical treatment,No,No,Yes,No,17,0,0,22,0
2011,North Coast,Medical treatment,No,Yes,No,No,16,0,0,19,2
2011,North Coast,Medical treatment,No,Yes,No,Yes,2,0,0,2,0
2011,North Coast,Medical treatment,No,Yes,Yes,No,2,0,0,3,0
2011,North Coast,Medical treatment,Yes,No,No,No,35,0,0,40,1
2011,North Coast,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2011,North Coast,Medical treatment,Yes,No,Yes,No,1,0,0,1,0
2011,North Coast,Medical treatment,Yes,Yes,No,No,4,0,0,4,0
2011,North Coast,Minor injury,No,No,No,No,320,0,0,0,364
2011,North Coast,Minor injury,No,No,No,Yes,12,0,0,0,13
2011,North Coast,Minor injury,No,No,Yes,No,5,0,0,0,5
2011,North Coast,Minor injury,No,Yes,No,No,9,0,0,0,12
2011,North Coast,Minor injury,No,Yes,No,Yes,1,0,0,0,1
2011,North Coast,Minor injury,Yes,No,No,No,14,0,0,0,15
2011,North Coast,Minor injury,Yes,Yes,No,No,3,0,0,0,3
2011,Northern,Fatal,No,No,No,No,8,8,2,0,1
2011,Northern,Fatal,Yes,No,No,Yes,1,1,0,0,0
2011,Northern,Fatal,Yes,Yes,No,No,1,1,0,0,0
2011,Northern,Hospitalisation,No,No,No,No,284,0,345,32,13
2011,Northern,Hospitalisation,No,No,No,Yes,13,0,20,10,0
2011,Northern,Hospitalisation,No,No,Yes,No,13,0,19,5,0
2011,Northern,Hospitalisation,No,Yes,No,No,10,0,11,3,1
2011,Northern,Hospitalisation,Yes,No,No,No,30,0,42,1,0
2011,Northern,Hospitalisation,Yes,No,Yes,No,1,0,2,0,0
2011,Northern,Hospitalisation,Yes,Yes,No,No,5,0,5,0,0
2011,Northern,Medical treatment,No,No,No,No,267,0,0,319,23
2011,Northern,Medical treatment,No,No,No,Yes,7,0,0,10,3
2011,Northern,Medical treatment,No,No,Yes,No,6,0,0,7,1
2011,Northern,Medical treatment,No,Yes,No,No,5,0,0,9,1
2011,Northern,Medical treatment,Yes,No,No,No,9,0,0,9,0
2011,Northern,Medical treatment,Yes,Yes,No,No,2,0,0,2,0
2011,Northern,Minor injury,No,No,No,No,86,0,0,0,104
2011,Northern,Minor injury,No,No,No,Yes,2,0,0,0,2
2011,Northern,Minor injury,No,No,Yes,No,1,0,0,0,
2011,Northern,Minor injury,No,Yes,No,No,2,0,0,0,2
2011,Northern,Minor injury,Yes,No,No,No,5,0,0,0,6
2011,South Eastern,Fatal,No,No,No,No,23,25,2,5,2
2011,South Eastern,Fatal,No,No,No,Yes,1,1,1,1,0
2011,South Eastern,Fatal,No,Yes,No,No,5,7,0,2,0
2011,South Eastern,Fatal,Yes,No,No,No,4,4,2,0,0
2011,South Eastern,Fatal,Yes,Yes,No,No,5,7,11,1,0
2011,South Eastern,Hospitalisation,No,No,No,No,708,0,850,114,69
2011,South Eastern,Hospitalisation,No,No,No,Yes,11,0,15,1,1
2011,South Eastern,Hospitalisation,No,No,Yes,No,15,0,19,1,1
2011,South Eastern,Hospitalisation,No,Yes,No,No,28,0,35,3,3
2011,South Eastern,Hospitalisation,No,Yes,No,Yes,1,0,2,0,1
2011,South Eastern,Hospitalisation,Yes,No,No,No,80,0,111,15,9
2011,South Eastern,Hospitalisation,Yes,Yes,No,No,8,0,9,2,0
2011,South Eastern,Medical treatment,No,No,No,No,899,0,0,1080,90
2011,South Eastern,Medical treatment,No,No,No,Yes,17,0,0,21,2
2011,South Eastern,Medical treatment,No,No,Yes,No,13,0,0,16,0
2011,South Eastern,Medical treatment,No,Yes,No,No,20,0,0,23,3
2011,South Eastern,Medical treatment,Yes,No,No,No,28,0,0,35,1
2011,South Eastern,Medical treatment,Yes,No,Yes,No,1,0,0,1,
2011,South Eastern,Medical treatment,Yes,Yes,No,No,7,0,0,8,1
2011,South Eastern,Minor injury,No,No,No,No,358,0,0,0,420
2011,South Eastern,Minor injury,No,No,No,Yes,6,0,0,0,6
2011,South Eastern,Minor injury,No,No,Yes,No,4,0,0,0,4
2011,South Eastern,Minor injury,No,Yes,No,No,8,0,0,0,10
2011,South Eastern,Minor injury,No,Yes,No,Yes,1,0,0,0,2
2011,South Eastern,Minor injury,Yes,No,No,No,11,0,0,0,11
2011,South Eastern,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2011,South Eastern,Minor injury,Yes,Yes,No,No,2,0,0,0,2
2011,Southern,Fatal,No,No,No,No,24,28,14,1,4
2011,Southern,Fatal,No,No,No,Yes,3,5,3,0,1
2011,Southern,Fatal,No,No,Yes,No,4,4,1,0,1
2011,Southern,Fatal,No,Yes,No,No,1,1,0,0,0
2011,Southern,Fatal,Yes,No,No,No,7,7,0,1,0
2011,Southern,Fatal,Yes,Yes,No,No,5,10,1,0,0
2011,Southern,Hospitalisation,No,No,No,No,542,0,651,74,55
2011,Southern,Hospitalisation,No,No,No,Yes,21,0,28,4,0
2011,Southern,Hospitalisation,No,No,Yes,No,25,0,32,1,1
2011,Southern,Hospitalisation,No,Yes,No,No,24,0,42,1,0
2011,Southern,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0
2011,Southern,Hospitalisation,Yes,No,No,No,57,0,63,8,5
2011,Southern,Hospitalisation,Yes,No,Yes,No,4,0,5,0,0
2011,Southern,Hospitalisation,Yes,Yes,No,No,4,0,5,0,0
